Name,Nationality,Overall,Wage €'s,Wage $'s, Annualized Salary Wage €'s ,Annualized Salary Wage S's,Age,Potential
Bruno Tabata,Brazil,72,6, 7 ," 312,000 ","358,621",21,81
I. Mboyo,Belgium,72,12, 14 ," 624,000 ","717,241",31,72
P. Kasami,Switzerland,72,22, 25 ," 1,144,000 ","1,314,943",26,73
S. Montoya,Colombia,72,4, 5 ," 208,000 ","239,080",26,73
T. Aoyama,Japan,72,10, 11 ," 520,000 ","597,701",32,72
João Félix,Portugal,72,5, 6 ," 260,000 ","298,851",18,88
H. Diallo,Senegal,72,6, 7 ," 312,000 ","358,621",23,80
Bruno Lamas,Brazil,72,4, 5 ," 208,000 ","239,080",24,77
P. Gerkens,Belgium,72,13, 15 ," 676,000 ","777,011",23,77
G. Di Lorenzo,Italy,72,9, 10 ," 468,000 ","537,931",24,76
S. Sam,Germany,72,14, 16 ," 728,000 ","836,782",30,72
B. Kayal,Israel,72,31, 36 ," 1,612,000 ","1,852,874",30,72
Wellington Nem,Brazil,72,1, 1 ," 52,000 ","59,770",26,74
A. Johansson,Sweden,72,4, 5 ," 208,000 ","239,080",36,72
Jon Bautista,Spain,72,18, 21 ," 936,000 ","1,075,862",22,78
E. Mulder,Netherlands,72,16, 18 ," 832,000 ","956,322",29,73
Isaías,Spain,72,4, 5 ," 208,000 ","239,080",31,72
D. Bessa,Italy,72,4, 5 ," 208,000 ","239,080",25,76
K. Karaman,Turkey,72,18, 21 ," 936,000 ","1,075,862",24,76
A. Malarz,Poland,72,4, 5 ," 208,000 ","239,080",38,72
C. Carbonero,Colombia,72,3, 3 ," 156,000 ","179,310",27,72
Naranjo,Spain,72,7, 8 ," 364,000 ","418,391",23,78
J. Ruddy,England,72,31, 36 ," 1,612,000 ","1,852,874",31,72
T. Barnetta,Switzerland,72,12, 14 ," 624,000 ","717,241",33,72
A. Jóhannsson,United States,72,21, 24 ," 1,092,000 ","1,255,172",27,72
M. Murillo,Panama,72,5, 6 ," 260,000 ","298,851",22,80
Patric,Spain,72,26, 30 ," 1,352,000 ","1,554,023",25,75
O. El Hajjam,Morocco,72,13, 15 ," 676,000 ","777,011",27,73
M. Lehmann,Germany,72,10, 11 ," 520,000 ","597,701",35,72
F. Ceccherini,Italy,72,32, 37 ," 1,664,000 ","1,912,644",26,77
N. Aguirre,Argentina,72,8, 9 ," 416,000 ","478,161",27,72
R. Bauer,Germany,72,15, 17 ," 780,000 ","896,552",23,76
Otávinho Vila,Brazil,72,18, 21 ," 936,000 ","1,075,862",34,72
A. Mendy,France,72,26, 30 ," 1,352,000 ","1,554,023",24,77
D. Malen,Netherlands,72,6, 7 ," 312,000 ","358,621",19,83
V. Granat,Russia,72,€ 0, -   , -   ,0,31,72
P. Aránguiz,Chile,72,5, 6 ," 260,000 ","298,851",21,81
Sandelas Júnior,Brazil,72,12, 14 ," 624,000 ","717,241",26,72
O. Hawsawi,Saudi Arabia,72,17, 20 ," 884,000 ","1,016,092",34,72
F. Silva,Chile,72,15, 17 ," 780,000 ","896,552",32,72
B. Carrasco,Chile,72,7, 8 ," 364,000 ","418,391",27,72
J. Schunke,Argentina,72,11, 13 ," 572,000 ","657,471",31,72
S. Ujkani,Kosovo,72,9, 10 ," 468,000 ","537,931",29,72
G. Castellani,Argentina,72,5, 6 ," 260,000 ","298,851",30,72
L. Jiménez,Chile,72,4, 5 ," 208,000 ","239,080",34,72
Dener,Brazil,72,8, 9 ," 416,000 ","478,161",26,74
M. Flekken,Netherlands,72,12, 14 ," 624,000 ","717,241",25,75
Pedro Nuno,Portugal,72,5, 6 ," 260,000 ","298,851",23,79
D. Kamada,Japan,72,19, 22 ," 988,000 ","1,135,632",21,79
N. Bendtner,Denmark,72,7, 8 ," 364,000 ","418,391",30,72
Lee Chang Min,Korea Republic,72,5, 6 ," 260,000 ","298,851",24,77
João Pedro,Brazil,72,6, 7 ," 312,000 ","358,621",21,81
M. Bakakis,Greece,72,1, 1 ," 52,000 ","59,770",27,73
Zeng Cheng,China PR,72,10, 11 ," 520,000 ","597,701",31,72
M. James,England,72,41, 47 ," 2,132,000 ","2,450,575",26,72
G. Vural,Turkey,72,13, 15 ," 676,000 ","777,011",30,72
M. Pérez,Colombia,72,4, 5 ," 208,000 ","239,080",27,72
T. Chery,Netherlands,72,12, 14 ," 624,000 ","717,241",30,72
D. Milićević,Bosnia Herzegovina,72,10, 11 ," 520,000 ","597,701",32,72
G. McAuley,Northern Ireland,72,23, 26 ," 1,196,000 ","1,374,713",38,72
M. Barrow,Gambia,72,25, 29 ," 1,300,000 ","1,494,253",25,73
A. Scholz,Denmark,72,14, 16 ," 728,000 ","836,782",25,76
Timo Triano,Brazil,72,15, 17 ," 780,000 ","896,552",34,72
A. Elmohamady,Egypt,72,14, 16 ," 728,000 ","836,782",30,72
Lucas Piazon,Brazil,72,55, 63 ," 2,860,000 ","3,287,356",24,77
C. Baeza,Chile,72,6, 7 ," 312,000 ","358,621",24,78
Kim Min Jae,Korea Republic,72,6, 7 ," 312,000 ","358,621",21,79
Fábio Pacheco,Portugal,72,5, 6 ," 260,000 ","298,851",30,72
A. Maher,Netherlands,72,10, 11 ," 520,000 ","597,701",24,75
J. Akpa Akpro,Ivory Coast,72,4, 5 ," 208,000 ","239,080",25,75
M. Frey,Switzerland,72,38, 44 ," 1,976,000 ","2,271,264",23,78
S. Vittor,Argentina,72,14, 16 ," 728,000 ","836,782",29,73
Romarinho,Brazil,72,28, 32 ," 1,456,000 ","1,673,563",27,72
B. Srarfi,Tunisia,72,18, 21 ," 936,000 ","1,075,862",21,80
D. Khocholava,Georgia,72,1, 1 ," 52,000 ","59,770",25,75
C. Puggioni,Italy,72,2, 2 ," 104,000 ","119,540",37,72
T. Necid,Czech Republic,72,9, 10 ," 468,000 ","537,931",28,72
T. Lees,England,72,19, 22 ," 988,000 ","1,135,632",27,73
L. Castro,Colombia,72,1, 1 ," 52,000 ","59,770",29,72
P. Cissé,Senegal,72,1, 1 ," 52,000 ","59,770",22,82
Pimentiscinho,Brazil,72,10, 11 ," 520,000 ","597,701",30,72
E. Stevens,Republic of Ireland,72,10, 11 ," 520,000 ","597,701",27,72
Aitor,Spain,72,12, 14 ," 624,000 ","717,241",27,75
I. Hayden,England,72,25, 29 ," 1,300,000 ","1,494,253",23,79
R. Strieder,Germany,72,12, 14 ," 624,000 ","717,241",25,75
R. Noir,Argentina,72,15, 17 ," 780,000 ","896,552",31,72
Juankar,Spain,72,8, 9 ," 416,000 ","478,161",28,72
Brandon Thomas,Spain,72,21, 24 ," 1,092,000 ","1,255,172",23,79
J. Bijlow,Netherlands,72,5, 6 ," 260,000 ","298,851",20,82
H. Wilson,Wales,72,48, 55 ," 2,496,000 ","2,868,966",21,84
A. González,Argentina,72,11, 13 ," 572,000 ","657,471",24,77
C. Jean,France,72,17, 20 ," 884,000 ","1,016,092",22,77
T. Adams,United States,72,3, 3 ," 156,000 ","179,310",19,84
O. Zahustel,Czech Republic,72,1, 1 ," 52,000 ","59,770",27,73
Casadesús,Spain,72,9, 10 ," 468,000 ","537,931",33,72
T. Moulin,France,72,15, 17 ," 780,000 ","896,552",28,73
D. Riascos,Colombia,72,11, 13 ," 572,000 ","657,471",32,72
B. Osborn,England,72,29, 33 ," 1,508,000 ","1,733,333",23,78
Vieiraldo Junior,Brazil,72,11, 13 ," 572,000 ","657,471",26,72
P. Billing,Denmark,72,25, 29 ," 1,300,000 ","1,494,253",22,83
E. Ponce,Argentina,72,1, 1 ," 52,000 ","59,770",21,80
Enzo Merques,Brazil,72,17, 20 ," 884,000 ","1,016,092",34,72
Rômulo Calsede,Brazil,72,25, 29 ," 1,300,000 ","1,494,253",30,72
Marlion Simões,Brazil,72,14, 16 ," 728,000 ","836,782",26,72
Jota,Spain,72,21, 24 ," 1,092,000 ","1,255,172",27,72
Pedro Tiba,Portugal,72,8, 9 ," 416,000 ","478,161",29,72
M. Torsiglieri,Argentina,72,11, 13 ," 572,000 ","657,471",30,72
D. Maietta,Italy,72,7, 8 ," 364,000 ","418,391",35,72
E. Özgenç,Turkey,72,15, 17 ," 780,000 ","896,552",33,72
D. Buitrago,Colombia,72,2, 2 ," 104,000 ","119,540",27,73
C. Peralta,Colombia,72,2, 2 ," 104,000 ","119,540",28,72
A. Walke,Germany,72,12, 14 ," 624,000 ","717,241",35,72
R. Thelander,Denmark,72,10, 11 ," 520,000 ","597,701",26,72
E. Unsain,Argentina,72,6, 7 ," 312,000 ","358,621",23,79
Jorge Pombo,Spain,72,8, 9 ," 416,000 ","478,161",24,79
Porphirinho,Brazil,72,11, 13 ," 572,000 ","657,471",30,72
L. Cabrera,Uruguay,72,15, 17 ," 780,000 ","896,552",26,75
G. Núñez,Argentina,72,9, 10 ," 468,000 ","537,931",30,72
E. Berggreen,Denmark,72,20, 23 ," 1,040,000 ","1,195,402",25,76
E. Lamanna,Italy,72,3, 3 ," 156,000 ","179,310",28,74
K. Kusk,Denmark,72,11, 13 ," 572,000 ","657,471",26,72
R. Espinoza,Honduras,72,7, 8 ," 364,000 ","418,391",31,72
J. Bahebeck,France,72,14, 16 ," 728,000 ","836,782",25,75
C. Marshall,United States,72,6, 7 ," 312,000 ","358,621",33,72
Z. Ferhat,Algeria,72,7, 8 ," 364,000 ","418,391",25,75
M. Pack,England,72,30, 34 ," 1,560,000 ","1,793,103",27,73
P. Lasogga,Germany,72,12, 14 ," 624,000 ","717,241",26,75
D. Verde,Italy,72,35, 40 ," 1,820,000 ","2,091,954",22,82
Alessinito,Brazil,72,14, 16 ," 728,000 ","836,782",34,72
J. Nsame,Cameroon,72,17, 20 ," 884,000 ","1,016,092",25,77
A. Fransson,Sweden,72,5, 6 ," 260,000 ","298,851",24,77
J. Babin,France,72,7, 8 ," 364,000 ","418,391",31,72
L. Suárez,Argentina,72,18, 21 ," 936,000 ","1,075,862",22,80
R. Shotton,England,72,35, 40 ," 1,820,000 ","2,091,954",29,72
Rafa Soares,Portugal,72,6, 7 ," 312,000 ","358,621",23,80
J. Galván,Argentina,72,9, 10 ," 468,000 ","537,931",26,75
V. Belec,Slovenia,72,18, 21 ," 936,000 ","1,075,862",28,74
T. Lawrence,Wales,72,29, 33 ," 1,508,000 ","1,733,333",24,78
M. Sobottka,Germany,72,16, 18 ," 832,000 ","956,322",24,78
A. Farías,Argentina,72,4, 5 ," 208,000 ","239,080",30,72
F. Gaibor,Ecuador,72,15, 17 ," 780,000 ","896,552",26,73
Rafael Leão,Portugal,72,12, 14 ," 624,000 ","717,241",19,86
Fernandinho,Brazil,72,8, 9 ," 416,000 ","478,161",32,72
P. Crouch,England,72,25, 29 ," 1,300,000 ","1,494,253",37,72
S. Adegbenro,Nigeria,72,6, 7 ," 312,000 ","358,621",22,80
E. Martínez,Argentina,72,40, 46 ," 2,080,000 ","2,390,805",25,77
Roberto Torres,Spain,72,9, 10 ," 468,000 ","537,931",29,72
N. De la Cruz,Uruguay,72,12, 14 ," 624,000 ","717,241",21,79
Rúben Micael,Portugal,72,6, 7 ," 312,000 ","358,621",31,72
S. Koroki,Japan,72,11, 13 ," 572,000 ","657,471",31,72
C. Medjani,Algeria,72,10, 11 ," 520,000 ","597,701",33,72
M. Makola,South Africa,72,1, 1 ," 52,000 ","59,770",32,72
D. Sinkgraven,Netherlands,72,10, 11 ," 520,000 ","597,701",22,75
F. Romagna,Italy,72,14, 16 ," 728,000 ","836,782",21,86
Kiko Olivas,Spain,72,14, 16 ," 728,000 ","836,782",29,72
I. Balliu,Albania,72,6, 7 ," 312,000 ","358,621",26,74
T. Pledl,Germany,72,16, 18 ," 832,000 ","956,322",24,75
Leordinho Paes,Brazil,72,14, 16 ," 728,000 ","836,782",30,72
A. Tuanzebe,England,72,43, 49 ," 2,236,000 ","2,570,115",20,83
R. Wolf,Germany,72,15, 17 ," 780,000 ","896,552",30,72
L. Abecasis,Argentina,72,11, 13 ," 572,000 ","657,471",28,72
P. Kunde Malong,Cameroon,72,15, 17 ," 780,000 ","896,552",22,79
Y. Orozco,Venezuela,72,4, 5 ," 208,000 ","239,080",27,72
A. Bouzat,Argentina,72,11, 13 ," 572,000 ","657,471",24,78
L. Mothiba,South Africa,72,13, 15 ," 676,000 ","777,011",22,81
A. Rojas,Argentina,72,15, 17 ," 780,000 ","896,552",32,72
R. Walter,France,72,19, 22 ," 988,000 ","1,135,632",23,78
S. Gakpé,Togo,72,11, 13 ," 572,000 ","657,471",31,72
Joselu,Spain,72,10, 11 ," 520,000 ","597,701",27,73
Angulo,Spain,72,6, 7 ," 312,000 ","358,621",34,72
Ricardo Valente,Portugal,72,8, 9 ," 416,000 ","478,161",27,72
M. Kean,Italy,72,32, 37 ," 1,664,000 ","1,912,644",18,87
S. Dioudis,Greece,72,1, 1 ," 52,000 ","59,770",25,75
S. Pellissier,Italy,72,10, 11 ," 520,000 ","597,701",39,72
B. Afobe,DR Congo,72,31, 36 ," 1,612,000 ","1,852,874",25,76
C. Gytkjær,Denmark,72,9, 10 ," 468,000 ","537,931",28,72
Kim Jin Su,Korea Republic,72,8, 9 ," 416,000 ","478,161",26,73
A. Cerri,Italy,72,54, 62 ," 2,808,000 ","3,227,586",22,80
F. Hübner,Germany,72,20, 23 ," 1,040,000 ","1,195,402",27,74
R. Strebinger,Austria,72,10, 11 ," 520,000 ","597,701",25,76
A. Çalık,Turkey,72,28, 32 ," 1,456,000 ","1,673,563",24,77
J. Ledley,Wales,72,27, 31 ," 1,404,000 ","1,613,793",31,72
A. Mobara,South Africa,72,1, 1 ," 52,000 ","59,770",24,77
V. Găman,Romania,72,22, 25 ," 1,144,000 ","1,314,943",29,72
Hao Junmin,China PR,72,14, 16 ," 728,000 ","836,782",31,72
L. Aued,Argentina,72,8, 9 ," 416,000 ","478,161",31,72
C. Molinaro,Italy,72,11, 13 ," 572,000 ","657,471",34,72
S. Medina,Colombia,72,28, 32 ," 1,456,000 ","1,673,563",26,74
K. Diks,Netherlands,72,23, 26 ," 1,196,000 ","1,374,713",21,79
A. Büyük,Turkey,72,11, 13 ," 572,000 ","657,471",30,72
Guitián,Spain,72,7, 8 ," 364,000 ","418,391",27,74
C. Christie,Republic of Ireland,72,32, 37 ," 1,664,000 ","1,912,644",25,75
R. Žulj,Austria,72,25, 29 ," 1,300,000 ","1,494,253",26,74
João Afonso,Portugal,72,8, 9 ," 416,000 ","478,161",28,72
S. Decarli,Switzerland,72,15, 17 ," 780,000 ","896,552",26,75
R. McCormack,Scotland,72,16, 18 ," 832,000 ","956,322",31,72
B. Trawally,Gambia,72,11, 13 ," 572,000 ","657,471",23,78
R. Danzé,France,72,20, 23 ," 1,040,000 ","1,195,402",31,72
Hwang Hee Chan,Korea Republic,72,24, 28 ," 1,248,000 ","1,434,483",22,82
S. Coopman,Belgium,72,10, 11 ," 520,000 ","597,701",23,77
S. Perica,Croatia,72,18, 21 ," 936,000 ","1,075,862",22,77
A. Mena,Ecuador,72,20, 23 ," 1,040,000 ","1,195,402",30,72
Rubén García,Spain,72,7, 8 ," 364,000 ","418,391",24,77
Jairinhazo,Brazil,72,12, 14 ," 624,000 ","717,241",30,72
Diogo Dalot,Portugal,72,26, 30 ," 1,352,000 ","1,554,023",19,84
Pedro Sánchez,Spain,72,8, 9 ," 416,000 ","478,161",31,72
P. Arajuuri,Finland,72,18, 21 ," 936,000 ","1,075,862",30,72
Álex Fernández,Spain,72,7, 8 ," 364,000 ","418,391",25,77
Jessé Ledeiro,Brazil,72,20, 23 ," 1,040,000 ","1,195,402",30,72
T. Torun,Turkey,72,18, 21 ," 936,000 ","1,075,862",28,72
J. Windass,England,72,32, 37 ," 1,664,000 ","1,912,644",24,78
T. Romanczuk,Poland,72,7, 8 ," 364,000 ","418,391",26,74
K. Pedersen,Denmark,72,16, 18 ," 832,000 ","956,322",23,77
L. Carole,France,72,13, 15 ," 676,000 ","777,011",27,73
F. Al Muwallad,Saudi Arabia,72,23, 26 ," 1,196,000 ","1,374,713",23,77
S. van de Streek,Netherlands,72,13, 15 ," 676,000 ","777,011",25,74
Renato Santos,Portugal,72,8, 9 ," 416,000 ","478,161",26,72
Àngel Rangel,Spain,72,5, 6 ," 260,000 ","298,851",35,72
L. Reyes,Mexico,72,35, 40 ," 1,820,000 ","2,091,954",27,73
K. Letica,Croatia,72,8, 9 ," 416,000 ","478,161",21,80
C. Brunt,Northern Ireland,72,24, 28 ," 1,248,000 ","1,434,483",33,72
I. Mbenza,Belgium,72,17, 20 ," 884,000 ","1,016,092",22,80
A. Castro,Argentina,72,13, 15 ," 676,000 ","777,011",23,78
O. Nyland,Norway,72,11, 13 ," 572,000 ","657,471",27,74
M. Iori,Italy,72,2, 2 ," 104,000 ","119,540",36,72
D. Pavelka,Czech Republic,72,10, 11 ," 520,000 ","597,701",27,75
R. Keogh,Republic of Ireland,72,27, 31 ," 1,404,000 ","1,613,793",31,72
Adrián Burnabão,Brazil,72,16, 18 ," 832,000 ","956,322",34,72
F. Sammaritano,France,72,11, 13 ," 572,000 ","657,471",32,72
J. Fernández,Argentina,72,12, 14 ," 624,000 ","717,241",30,72
Munir,Morocco,72,6, 7 ," 312,000 ","358,621",29,73
J. Nieto,Colombia,72,4, 5 ," 208,000 ","239,080",25,77
Carlos Fernández,Spain,72,11, 13 ," 572,000 ","657,471",22,82
S. Mosquera,Colombia,72,6, 7 ," 312,000 ","358,621",23,80
J. Pereira,Mexico,72,24, 28 ," 1,248,000 ","1,434,483",31,72
Jorge Carvallinho,Brazil,72,15, 17 ," 780,000 ","896,552",34,72
R. Řezník,Czech Republic,72,1, 1 ," 52,000 ","59,770",29,72
Y. Mulumbu,DR Congo,72,32, 37 ," 1,664,000 ","1,912,644",31,72
A. Esswein,Germany,72,20, 23 ," 1,040,000 ","1,195,402",28,72
L. Boyé,Argentina,72,1, 1 ," 52,000 ","59,770",22,81
J. van Overeem,Netherlands,72,12, 14 ," 624,000 ","717,241",24,75
M. Mahi,Morocco,72,7, 8 ," 364,000 ","418,391",24,76
D. Henderson,England,72,31, 36 ," 1,612,000 ","1,852,874",21,83
I. Lewczuk,Poland,72,25, 29 ," 1,300,000 ","1,494,253",33,72
F. Kroos,Germany,72,20, 23 ," 1,040,000 ","1,195,402",27,75
F. Quignon,Argentina,72,13, 15 ," 676,000 ","777,011",25,77
D. N'Dinga,Congo,72,10, 11 ," 520,000 ","597,701",30,72
Welinton,Brazil,72,11, 13 ," 572,000 ","657,471",29,72
L. Jiménez,Colombia,72,15, 17 ," 780,000 ","896,552",29,72
N. Mushekwi,Zimbabwe,72,11, 13 ," 572,000 ","657,471",30,72
J. Jugas,Czech Republic,72,1, 1 ," 52,000 ","59,770",26,76
Claiton,Brazil,72,3, 3 ," 156,000 ","179,310",33,72
G. Zusi,United States,72,6, 7 ," 312,000 ","358,621",31,72
J. Mauri,Italy,72,43, 49 ," 2,236,000 ","2,570,115",22,79
L. Sigali,Argentina,72,14, 16 ," 728,000 ","836,782",31,72
I. Seck,Senegal,72,11, 13 ," 572,000 ","657,471",28,72
D. Gonzo,Paraguay,72,€ 0, -   , -   ,0,22,78
Su Boyang,China PR,72,9, 10 ," 468,000 ","537,931",29,73
L. Caldirola,Italy,72,17, 20 ," 884,000 ","1,016,092",27,72
G. Hauche,Argentina,72,4, 5 ," 208,000 ","239,080",31,72
B. Hrgota,Sweden,72,24, 28 ," 1,248,000 ","1,434,483",25,75
D. Morales,Argentina,72,11, 13 ," 572,000 ","657,471",31,72
M. Milligan,Australia,72,6, 7 ," 312,000 ","358,621",32,72
D. Čop,Croatia,72,14, 16 ," 728,000 ","836,782",28,72
A. Andrade,Colombia,72,22, 25 ," 1,144,000 ","1,314,943",29,72
F. Ricci,Italy,72,31, 36 ," 1,612,000 ","1,852,874",24,75
A. Ömür,Turkey,72,10, 11 ," 520,000 ","597,701",19,79
M. Erdinç,Turkey,72,19, 22 ," 988,000 ","1,135,632",31,72
D. Zabala,Uruguay,72,11, 13 ," 572,000 ","657,471",26,72
R. Canouse,United States,72,5, 6 ," 260,000 ","298,851",23,80
A. Hoffmann,Germany,72,18, 21 ," 936,000 ","1,075,862",25,76
J. Mattheij,Netherlands,72,5, 6 ," 260,000 ","298,851",25,75
M. Sprocati,Italy,72,29, 33 ," 1,508,000 ","1,733,333",24,75
J. Torres Nilo,Mexico,72,32, 37 ," 1,664,000 ","1,912,644",30,72
D. Kombarov,Russia,72,1, 1 ," 52,000 ","59,770",31,72
R. Métanire,Madagascar,72,13, 15 ," 676,000 ","777,011",28,72
João Schmidt,Brazil,72,18, 21 ," 936,000 ","1,075,862",25,76
H. Palacios,Colombia,72,4, 5 ," 208,000 ","239,080",25,77
Gao Lin,China PR,72,14, 16 ," 728,000 ","836,782",32,72
A. Gerndt,Sweden,72,8, 9 ," 416,000 ","478,161",31,72
H. Bandé,Burkina Faso,72,7, 8 ," 364,000 ","418,391",19,84
E. Jakupović,Switzerland,72,30, 34 ," 1,560,000 ","1,793,103",33,72
L. Ardente,Argentina,72,5, 6 ," 260,000 ","298,851",36,72
S. Koç,Germany,72,12, 14 ," 624,000 ","717,241",29,72
E. Andersen,Norway,72,4, 5 ," 208,000 ","239,080",25,73
E. Insúa,Argentina,72,1, 1 ," 52,000 ","59,770",27,73
Simy,Nigeria,72,4, 5 ," 208,000 ","239,080",26,75
G. Angella,Italy,72,18, 21 ," 936,000 ","1,075,862",29,72
Felipe,Brazil,72,7, 8 ," 364,000 ","418,391",27,72
J. Correa,Argentina,72,11, 13 ," 572,000 ","657,471",25,75
F. Coloccini,Argentina,72,10, 11 ," 520,000 ","597,701",36,72
S. Frei,United States,72,5, 6 ," 260,000 ","298,851",32,72
F. Ceravolo,Italy,72,30, 34 ," 1,560,000 ","1,793,103",31,72
F. Eboa Eboa,Cameroon,72,11, 13 ," 572,000 ","657,471",21,79
A. Abedzadeh,Iran,72,6, 7 ," 312,000 ","358,621",25,77
S. Gustafson,Sweden,72,12, 14 ," 624,000 ","717,241",23,77
A. Tello,Colombia,72,3, 3 ," 156,000 ","179,310",21,82
O. Hurmacı,Turkey,72,11, 13 ," 572,000 ","657,471",31,72
R. Gutiérrez,Chile,72,3, 3 ," 156,000 ","179,310",35,72
N. Murru,Italy,72,18, 21 ," 936,000 ","1,075,862",23,77
W. Zimmerman,United States,72,6, 7 ," 312,000 ","358,621",25,76
G. Lanaro,Argentina,72,8, 9 ," 416,000 ","478,161",32,72
I. Canuto,Argentina,72,10, 11 ," 520,000 ","597,701",32,72
S. Nakamura,Japan,72,4, 5 ," 208,000 ","239,080",40,72
Vasco Fernandes,Portugal,72,5, 6 ," 260,000 ","298,851",31,72
Luís Leal,São Tomé & Príncipe,72,15, 17 ," 780,000 ","896,552",31,72
M. González,Argentina,72,8, 9 ," 416,000 ","478,161",37,72
J. Barreiro,Colombia,72,12, 14 ," 624,000 ","717,241",24,80
Clayton Fildeiras,Brazil,72,12, 14 ," 624,000 ","717,241",34,72
N. Mazraoui,Morocco,72,8, 9 ," 416,000 ","478,161",20,80
Bruno Uvini,Brazil,72,24, 28 ," 1,248,000 ","1,434,483",27,73
R. Sigurjónsson,Iceland,72,12, 14 ," 624,000 ","717,241",28,72
P. Arriola,United States,72,6, 7 ," 312,000 ","358,621",23,77
E. Buendía,Argentina,72,15, 17 ," 780,000 ","896,552",21,79
G. Gillet,Belgium,72,8, 9 ," 416,000 ","478,161",34,72
B. Méndez,Uruguay,72,€ 0, -   , -   ,0,18,82
A. Briseño,Mexico,72,7, 8 ," 364,000 ","418,391",24,77
S. Sáez,Argentina,72,9, 10 ," 468,000 ","537,931",33,72
F. Zuqui,Argentina,72,12, 14 ," 624,000 ","717,241",26,73
R. Lamah,Belgium,72,7, 8 ," 364,000 ","418,391",30,72
Paulao Junqueiras,Brazil,72,22, 25 ," 1,144,000 ","1,314,943",30,72
G. Escobar,Argentina,72,7, 8 ," 364,000 ","418,391",21,80
S. Żurkowski,Poland,72,4, 5 ," 208,000 ","239,080",20,83
Diego Ângelo,Brazil,72,12, 14 ," 624,000 ","717,241",32,72
M. Johansson,Sweden,72,1, 1 ," 52,000 ","59,770",26,75
O. John,Netherlands,72,8, 9 ," 416,000 ","478,161",26,72
Filipe Augusto,Brazil,72,7, 8 ," 364,000 ","418,391",24,79
F. Lértora,Argentina,72,10, 11 ," 520,000 ","597,701",27,73
A. Barboza,Argentina,72,13, 15 ," 676,000 ","777,011",23,77
T. Savanier,France,72,14, 16 ," 728,000 ","836,782",26,75
Daniel Guimarães,Brazil,72,7, 8 ," 364,000 ","418,391",31,72
E. Ofori,Ghana,72,20, 23 ," 1,040,000 ","1,195,402",23,78
E. Karaca,Turkey,72,12, 14 ," 624,000 ","717,241",28,72
D. Di Gennaro,Italy,72,30, 34 ," 1,560,000 ","1,793,103",30,72
B. Ketkeophomphone,France,72,7, 8 ," 364,000 ","418,391",28,72
A. Henríquez,Chile,72,9, 10 ," 468,000 ","537,931",24,75
F. Angileri,Argentina,72,9, 10 ," 468,000 ","537,931",24,79
A. Matri,Italy,72,35, 40 ," 1,820,000 ","2,091,954",33,72
D. Banguero,Colombia,72,3, 3 ," 156,000 ","179,310",28,72
Nilsito Vilela,Brazil,72,14, 16 ," 728,000 ","836,782",30,72
Canella,Spain,72,7, 8 ," 364,000 ","418,391",30,72
M. Pérez García,Argentina,72,11, 13 ," 572,000 ","657,471",33,72
A. Khubulov,Russia,72,11, 13 ," 572,000 ","657,471",27,72
A. Costa,Italy,72,4, 5 ," 208,000 ","239,080",32,72
A. Morales,United States,72,22, 25 ," 1,144,000 ","1,314,943",28,72
S. Longo,Italy,72,40, 46 ," 2,080,000 ","2,390,805",26,74
L. Höler,Germany,72,17, 20 ," 884,000 ","1,016,092",23,75
Torrejón,Spain,72,20, 23 ," 1,040,000 ","1,195,402",32,72
Rogerinho,Brazil,72,18, 21 ," 936,000 ","1,075,862",31,72
Zhang Xizhe,China PR,72,14, 16 ," 728,000 ","836,782",27,72
Vítor Gomes,Portugal,72,9, 10 ," 468,000 ","537,931",30,72
R. van La Parra,Netherlands,72,31, 36 ," 1,612,000 ","1,852,874",27,72
V. Le Goff,France,72,7, 8 ," 364,000 ","418,391",28,72
Albentosa,Spain,72,8, 9 ," 416,000 ","478,161",29,72
S. Khaoui,Tunisia,72,25, 29 ," 1,300,000 ","1,494,253",23,76
H. Goitom,Eritrea,72,8, 9 ," 416,000 ","478,161",33,72
T. Howard,United States,72,3, 3 ," 156,000 ","179,310",39,72
C. Obasi,Nigeria,72,5, 6 ," 260,000 ","298,851",32,72
G. Fofana,France,72,14, 16 ," 728,000 ","836,782",25,77
L. Andersen,Denmark,72,11, 13 ," 572,000 ","657,471",23,78
D. Linsmayer,Germany,72,5, 6 ," 260,000 ","298,851",26,74
M. Goicoechea,Uruguay,72,15, 17 ," 780,000 ","896,552",30,72
Dankler,Brazil,72,5, 6 ," 260,000 ","298,851",26,74
J. Arango,Colombia,72,12, 14 ," 624,000 ","717,241",27,73
C. Chimino,Argentina,72,11, 13 ," 572,000 ","657,471",30,72
A. Traoré,Mali,72,35, 40 ," 1,820,000 ","2,091,954",23,77
S. Viera,Uruguay,72,2, 2 ," 104,000 ","119,540",35,72
L. Montes,Mexico,72,21, 24 ," 1,092,000 ","1,255,172",32,72
J. Garro,Argentina,72,12, 14 ," 624,000 ","717,241",25,73
A. Warda,Egypt,72,1, 1 ," 52,000 ","59,770",24,75
Varela,Portugal,72,11, 13 ," 572,000 ","657,471",33,72
M. Cuisance,France,72,9, 10 ," 468,000 ","537,931",18,85
J. Mercier,Argentina,72,6, 7 ," 312,000 ","358,621",38,72
E. Hallfreðsson,Iceland,72,12, 14 ," 624,000 ","717,241",34,72
T. Sušić,Bosnia Herzegovina,72,7, 8 ," 364,000 ","418,391",26,74
